postalcode,work_location,employee_count
C1B 2B1,"Provincial Admin Building",1
C1B 2B9,"Provincial Admin Building",1
C1B 2C1,"CARREFOUR DE L'ISLE-SAINT-JEAN",1
C1B 2C1,"Southern Kings & Queens RSC",1
C1B 2C2,"SirLouisHenryDaviesLawCourt",1
C1B 2C4,"Research Station",1
C1B 2C8,"Provincial Admin Building",2
C1B 2C9,"Oak Tree Place",1
C1B 2E4,"Beaconsfield Historic House",1
C1B 2E9,"Atlantic Technology Centre",1
C1B 2E9,"West Royalty Liquor Store",1
C1B 2G2,"548 Main St., Montague",1
C1B 2G2,"Highway Safety Charlottetown",1
C1B 2G2,"Provincial Admin Building",3
C1B 2G2,"Provincial Correctional Centre",1
C1B 2G2,"Sherwood Business Centre",1
C1B 2G3,"Innovation PEI",1
C1B 2G3,"Provincial Admin Building",1
C1B 2G3,"Sherwood Business Centre",1
C1B 2G3,"Stratford Liquor Store",1
C1B 2G4,"Aubin Arsenault Bldg",1
C1B 2G4,"Brudenell Golf",1
C1B 2G7,"Provincial Admin Building",2
C1B 2H1,"Provincial Admin Building",1
C1B 2H2,"Provincial Admin Building",1
C1B 2H3,"Customs House",1
C1B 2H3,"Sherwood Business Centre",1
C1B 2H4,"Elmer Blanchard Building",1
C1B 2H8,"40 Enman Crescent",1
C1B 2J2,"Provincial Admin Building",1
C1B 2J4,"Atlantic Technology Centre",1
C1B 2J4,"Elmer Blanchard Building",1
C1B 2J5,"Provincial Admin Building",1
C1B 2J6,"Atlantic Technology Centre",1
C1B 2K1,"Ch'Town Government Garage",1
C1B 2K2,"Provincial Admin Building",1
C1B 2K3,"Coles Building",1
C1B 2K6,"Cambridge Building",1
C1B 2K6,"Government House",1
C1B 2K8,"Provincial Admin Building",1
C1B 2K8,"Sherwood Business Centre",1
C1B 2L1,"16 Garfield St.",1
C1B 2M6,"Holman Centre (Summerside)",1
C1B 2M6,"Sherwood Business Centre",1
C1B 2N1,"Eptek/Wyatt Centre",1
C1B 2N1,"Provincial Admin Building",1
C1B 2N1,"Provincial Correctional Centre",1
C1B 2N4,"Red Road Homes",1
C1B 2R2,"Brudenell Admin Office",1
C1B 2R2,"Frank Gaudet Nursery",1
C1B 2R6,"Coles Building",1
C1B 2R9,"Provincial Admin Building",1
C1B 2S3,"Charlottetown",1
C1B 2S4,"Customs House",1
C1B 2S4,"SirLouisHenryDaviesLawCourt",1
C1B 2S5,"Atlantic Technology Centre",1
C1B 2S5,"Potato Service Building",1
C1B 2S5,"Sherwood Business Centre",1
C1B 2S8,"Provincial Admin Building",1
C1B 2T1,"Provincial Admin Building",1
C1B 2T2,"Ch'Town Government Garage",1
C1B 2T2,"Provincial Admin Building",1
C1B 2T3,"Atlantic Technology Centre",1
C1B 2T8,"Ch'Town Government Garage",1
C1B 2T8,"Provincial Admin Building",1
C1B 2T9,"Provincial Admin Building",1
C1B 2V1,"Provincial Admin Building",1
C1B 2V1,"Sherwood Business Centre",1
C1B 2V2,"Holman Centre (Summerside)",1
C1B 2V4,"Confederation Centre",1
C1B 2V4,"Johnny Ross Young RSC",1
C1B 2V5,"Provincial Admin Building",1
C1B 2V6,"Atlantic Technology Centre",1
C1B 2W1,"Sherwood Business Centre",1
C1B 2W3,"Liquor Control Commission",1
C1B 2W5,"Stratford Liquor Store",1
C1B 2W6,"197 Richmond Street/Ctrown Att",1
C1B 2W6,"Provincial Admin Building",1
C1B 2W7,"Provincial Admin Building",1
C1B 2W8,"Ch'Town Government Garage",1
C1B 2W8,"Provincial Admin Building",1
C1B 2W9,"Provincial Admin Building",3
C1B 2W9,"Summerside Waterfront Dev Bldg",1
C1B 2X1,"Provincial Admin Building",2
C1B 2X2,"Provincial Admin Building",1
C1B 2X4,"Ch'Town Government Garage",1
C1B 2X5,"Provincial Admin Building",2
C1B 2X7,"Queen Elizabeth Hospital",1
C1B 2X8,"Atlantic Technology Centre",1
C1B 2X8,"Coles Building",1
C1B 2X8,"Provincial Admin Building",5
C1B 2X8,"SirLouisHenryDaviesLawCourt",1
C1B 2X8,"Southern Kings & Queens RSC",1
C1B 2Y4,"40B Burns Ave.",1
C1B 2Y5,"Provincial Admin Building",1
C1B 2Y5,"Red Road Homes",1
C1B 2Z4,"Forestry Queens",1
C1B 3A8,"Ch'Town Government Garage",1
C1B 3B3,"Provincial Correctional Centre",1
C1B 3B7,"Sherwood Business Centre",1
C1B 3B9,"Provincial Admin Building",2
C1B 3B9,"West Royalty Industrial Park",1
C1B 3C7,"Provincial Admin Building",1
C1B 3E2,"West Royalty Liquor Store",1
C1B 3E3,"40B Burns Ave.",1
C1B 3E5,"185 Beach Grove Road",1
C1B 3E8,"Red Road Homes",1
C1B 3G3,"Liquor Control Commission",1
C1B 3G3,"Red Road Homes",1
C1B 3G8,"Provincial Admin Building",1
C1B 3H8,"Ch'Town Government Garage",1
C1B 3J4,"Forestry Dept- Southhampton-St",1
C1B 3J5,"Provincial Admin Building",1
C1B 3J5,"Stratford Liquor Store",1
C1B 3J6,"Stratford Access PEI",1
C1B 3K6,"Provincial Admin Building",1
C1B 3K8,"40A Burns Ave.",1
C1B 3K8,"Dundarave",1
C1B 3L3,"Brudenell Golf",1
C1B 3L6,"22 Hunt Court",1
C1B 3L6,"Ch'Town Government Garage",1
C1B 3L6,"Provincial Admin Building",1
C1B 3L9,"Forestry Dept- Southhampton-St",1
C1B 3M2,"SirLouisHenryDaviesLawCourt",1
C1B 3M4,"Ch'Town Government Garage",1
C1B 3M4,"Oak Tree Place",1
C1B 3M4,"Queen Elizabeth Hospital",1
C1B 3M7,"Liquor Control Commission",1
C1B 3N9,"Province House",1
C1B 3P5,"Forestry Queens",1
C1B 3P6,"Ch'Town Government Garage",1
C1B 3P6,"Provincial Admin Building",2
C1B 3P8,"Provincial Admin Building",1
C1B 3R6,"Ch'Town Government Garage",2
C1B 3R9,"Red Road Homes",1
C1B 3S4,"Ch'Town Government Garage",1
C1B 3S5,"Bridgetown Goverment Garage",1
C1B 3S5,"Ch'Town Government Garage",1
C1B 3S7,"Charlottetown Cannabis Store",1
C1B 3S7,"Sherwood Business Centre",1
C1B 3T4,"Red Road Homes",1
C1B 3V2,"SirLouisHenryDaviesLawCourt",1
C1B 3V3,"Ch'Town Government Garage",1
C1B 3V6,"Charlottetown",1
C1B 3V7,"Provincial Admin Building",2
C1B 3X2,"Southern Kings & Queens RSC",1
C1B 3Y3,"Provincial Admin Building",4
C1B 3Y8,"40B Burns Ave.",1
C1B 3Z7,"Holman Building (Ch'town)",1
C1B 4A3,"Dundarave",1
C1B 4A3,"Provincial Admin Building",1
C1B 4A4,"Coles Building",1
C1B 4B7,"Charlottetown",1
C1B 4C1,"Provincial Admin Building",1
C1B 4C1,"Sherwood Business Centre",1
C1B 4E3,"Southern Kings & Queens RSC",1
C1B 7L4,"197 Richmond Street/Ctrown Att",1
C1B 9C8,"Red Road Homes",1
C1V 0N4,"Sherwood Business Centre",1
C1B 0R9,"Provincial Correctional Centre",1
C1B 0T6,"Provincial Admin Building",1
C1B 0X1,"Frank Gaudet Nursery",1
C1B 1C4,"Sherwood Business Centre",1
C1B 1K3,"Provincial Admin Building",1
C1B 1K7,"Provincial Correctional Centre",1
C1B 1N2,"Customs House",1
C1B 1Y1,"Confederation Centre",1
C1B 1Z5,"Provincial Correctional Centre",1
C1B 2C2,"Red Road Homes",1
C1B 2E2,"Sherwood Business Centre",1
C1B 2M6,"Stratford Liquor Store",1
C1B 2R9,"Provincial Admin Building",1
C1B 3J7,"Forestry Queens",1
C1B 4B1,"Sherwood Business Centre",1
C1C 0A4,"Sherwood Business Centre",1
C1C 0A5,"Charlottetown Cannabis Store",1
C1C 0A5,"Provincial Admin Building",1
C1C 0A7,"Provincial Admin Building",1
C1C 0A8,"Provincial Admin Building",1
C1C 0B2,"Ch'Town Government Garage",1
C1C 0B2,"Forestry Queens",1
C1C 0B2,"J. Angus MacLean Bldg",1
C1C 0B2,"Provincial Admin Building",4
C1C 0B3,"Finance PEI",1
C1C 0B3,"J. Angus MacLean Bldg",1
C1C 0B3,"Provincial Correctional Centre",1
C1C 0B3,"Red Road Homes",1
C1C 0B7,"Provincial Admin Building",1
C1C 0C6,"51-53 Water Street",1
C1C 0E6,"Cambridge Building",1
C1C 0E7,"Sherwood Business Centre",1
C1C 0E8,"Charlottetown",1
C1C 0E8,"Ch'Town Government Garage",1
C1C 0E8,"Provincial Admin Building",1
C1C 0E8,"Sherwood Business Centre",1
C1C 0G1,"Sherwood Business Centre",1
C1C 0G4,"Ch'Town Government Garage",1
C1C 0G5,"Provincial Admin Building",1
C1C 0G7,"Coles Building",1
C1C 0G7,"SirLouisHenryDaviesLawCourt",1
C1C 0G9,"Ch'Town Government Garage",1
C1C 0G9,"Provincial Admin Building",2
C1C 0G9,"Red Road Homes",1
C1C 0H1,"Coles Building",1
C1C 0H1,"Provincial Admin Building",1
C1C 0H1,"Summerside Government Garage",1
C1C 0H2,"Charlottetown Cannabis Store",1
C1C 0J2,"Provincial Admin Building",1
C1C 0J3,"Provincial Admin Building",1
C1C 0J8,"Red Road Homes",1
C1C 0K2,"Georgetown Government Garage",1
C1C 0K2,"West Royalty Liquor Store",1
C1C 0K3,"SirLouisHenryDaviesLawCourt",1
C1C 0K4,"Sherwood Business Centre",1
C1C 0L6,"Provincial Admin Building",1
C1C 0L6,"Red Road Homes",1
C1C 0L7,"Provincial Admin Building",1
C1C 0M1,"Ch'Town Government Garage",1
C1C 0M8,"Highway Safety Charlottetown",1
C1C 0N1,"Stratford Liquor Store",1
C1C 0N5,"Ch'Town Government Garage",1
C1C 0N5,"Coles Building",1
C1C 0P5,"Sherwood Business Centre",1
C1C 0P8,"Ch'Town Government Garage",1
C1C 0P8,"Provincial Admin Building",1
C1C 0R1,"Ch'Town Government Garage",1
C1C 0R3,"Provincial Admin Building",1
C1C 0R4,"Crowbush Golf Course",1
C1C 0R9,"Provincial Correctional Centre",1
C1C 0R9,"Sherwood Business Centre",1
C1C 0S4,"Atlantic Technology Centre",1
C1C 0S4,"Liquor Control Commission",1
C1C 0S4,"Provincial Admin Building",1
C1C 0S7,"Sherwood Business Centre",1
C1C 0S8,"Southern Kings & Queens RSC",1
C1C 0T2,"Provincial Admin Building",2
C1C 0T3,"Charlottetown Cannabis Store",1
C1C 0T4,"Provincial Admin Building",1
C1C 0T5,"51-53 Water Street",1
C1C 0V1,"Provincial Admin Building",1
C1C 1A4,"51-53 Water Street",1
C1C 1A6,"Red Road Homes",1
C1C 1B1,"Child & Family  Services",1
C1C 1B2,"Coles Building",1
C1C 1B3,"Red Road Homes",1
C1C 1B3,"West Royalty Liquor Store",1
C1C 1B4,"Ch'Town Government Garage",2
C1C 1B6,"Cabot Beach Park",1
C1C 1B6,"J. Angus MacLean Bldg",1
C1C 1B6,"Provincial Correctional Centre",1
C1C 1B7,"Stratford Liquor Store",1
C1C 1B8,"Highway Safety Charlottetown",1
C1C 1B8,"Provincial Admin Building",1
C1C 1B8,"Sherwood Business Centre",1
C1C 1C2,"SirLouisHenryDaviesLawCourt",1
C1C 1C3,"40B Burns Ave.",1
C1C 1C3,"Provincial Admin Building",1
C1C 1C4,"Ch'Town Government Garage",1
C1C 1C4,"Hunter River Memorial Library",1
C1C 1C7,"Forestry Depot Wellington",1
C1C 1C9,"Ch'Town Government Garage",1
C1C 1C9,"Sherwood Business Centre",1
C1C 1E2,"Provincial Admin Building",1
C1C 1E7,"Provincial Admin Building",1
C1C 1E9,"Provincial Admin Building",1
C1C 1G5,"Atlantic Technology Centre",1
C1C 1H1,"Ch'Town Government Garage",1
C1C 1H1,"Mt. Stewart Highway Labs",1
C1C 1H1,"Sherwood Business Centre",1
C1C 1H3,"Liquor Control Commission",1
C1C 1J3,"Elmer Blanchard Building",1
C1C 1J5,"Provincial Admin Building",1
C1C 1J5,"Undefined Location",1
C1C 1K5,"Elmer Blanchard Building",1
C1C 1K6,"Ch'Town Government Garage",1
C1C 1M1,"Provincial Admin Building",1
C1C 1M1,"Sherwood Business Centre",1
C1C 1M3,"Ch'Town Government Garage",1
C1C 1M3,"Provincial Admin Building",2
C1C 1M3,"Provincial Correctional Centre",1
C1C 1M4,"Ch'Town Government Garage",1
C1C 1M5,"Provincial Admin Building",1
C1C 1M9,"Provincial Admin Building",1
C1C 1N3,"Liquor Control Commission",1
C1C 1N4,"Provincial Admin Building",1
C1C 1N7,"40 Enman Crescent",1
C1C 1N7,"40B Burns Ave.",1
C1C 1N8,"Mt. Stewart Highway Labs",1
C1C 1P2,"Provincial Admin Building",1
C1C 1P6,"Provincial Admin Building",2
C1C 1P7,"Sherwood Business Centre",1
C1C 1P8,"Provincial Admin Building",1
C1C 1P8,"Sherwood Business Centre",1
C1C 1P9,"Coles Building",1
C1C 1P9,"Sherwood Business Centre",1
C1C 1R2,"Provincial Admin Building",1
C1C 1R3,"Provincial Admin Building",1
C1C 1R3,"Sherwood Business Centre",1
C1C 1R7,"Provincial Admin Building",1
C1C 1R8,"Mt. Stewart Highway Labs",1
C1C 1R8,"Provincial Admin Building",3
C1C 1R9,"Provincial Admin Building",1
C1C 2Z4,"SirLouisHenryDaviesLawCourt",1
C1C 0G9,"Provincial Correctional Centre",1
C1E 0A4,"Provincial Correctional Centre",1
C1E 0A5,"Coles Building",1
C1E 0A6,"Provincial Admin Building",1
C1E 0A6,"Sherwood Business Centre",1
C1E 0A9,"Holland College Royalty Centre",1
C1E 0B9,"Beaconsfield Historic House",1
C1E 0C2,"Provincial Admin Building",1
C1E 0C3,"West Royalty Liquor Store",1
C1E 0E7,"Sherwood Business Centre",2
C1E 0G4,"Provincial Correctional Centre",1
C1E 0G8,"Aubin Arsenault Bldg",1
C1E 0H1,"Provincial Admin Building",2
C1E 0H2,"Provincial Admin Building",1
C1E 0H2,"SirLouisHenryDaviesLawCourt",1
C1E 0H3,"Provincial Admin Building",1
C1E 0H5,"Oak Tree Place",1
C1E 0H6,"Sherwood Business Centre",1
C1E 0J4,"Red Road Homes",1
C1E 0J7,"Provincial Admin Building",1
C1E 0J8,"Provincial Admin Building",1
C1E 0K8,"Provincial Admin Building",1
C1E 0L6,"557 North River Rd.",1
C1E 0L6,"Summerside Youth Centre",1
C1E 0L7,"Oak Tree Place",1
C1E 0L7,"Provincial Admin Building",2
C1E 0L8,"40B Burns Ave.",1
C1E 0L8,"Provincial Admin Building",1
C1E 0M1,"Holman Building (Ch'town)",2
C1E 0M1,"Potato Service Building",1
C1E 0M1,"Provincial Admin Building",1
C1E 0M3,"Ch'Town Government Garage",1
C1E 0M4,"Provincial Admin Building",1
C1E 0M4,"Southern Kings & Queens RSC",1
C1E 0M5,"Provincial Admin Building",1
C1E 0M6,"Child & Family  Services",1
C1E 0M6,"Ch'Town Government Garage",1
C1E 0M6,"Provincial Admin Building",2
C1E 0M7,"Ch'Town Government Garage",1
C1E 0M7,"Provincial Admin Building",1
C1E 0M8,"Oak Tree Place",1
C1E 0M9,"Ch'Town Government Garage",1
C1E 0M9,"Provincial Admin Building",1
C1E 0M9,"Undefined Location",1
C1E 0N2,"Dundarave",1
C1E 0N7,"Southern Kings & Queens RSC",1
C1E 0P3,"Coles Building",1
C1E 0P5,"16 Garfield St.",1
C1E 0P5,"Government House",1
C1E 0P8,"Provincial Admin Building",1
C1E 0S2,"Red Road Homes",1
C1E 0S3,"Red Road Homes",1
C1E 0S4,"Red Road Homes",1
C1E 0S6,"Johnny Ross Young RSC",1
C1E 0S6,"Province House",1
C1E 0S6,"Provincial Admin Building",1
C1E 0S8,"Aubin Arsenault Bldg",1
C1E 0S9,"Ch'Town Government Garage",1
C1E 0S9,"Provincial Admin Building",1
C1E 0T1,"North Rustico Liquor Store",1
C1E 0T1,"Sherwood Business Centre",1
C1E 0T3,"Sherwood Business Centre",2
C1E 0T5,"Child & Family  Services",1
C1E 0T5,"Potato Service Building",1
C1E 0X3,"Provincial Admin Building",1
C1E 0X7,"Provincial Admin Building",1
C1E 0X9,"Provincial Correctional Centre",1
C1E 0Y2,"Ch'Town Government Garage",1
C1E 0Y3,"Access PEI - Summerside",1
C1E 0Y3,"Ch'Town Government Garage",1
C1E 0Y3,"Provincial Admin Building",1
C1E 0Y8,"Sherwood Business Centre",1
C1E 0Z1,"Provincial Admin Building",1
C1E 0Z5,"Aubin Arsenault Bldg",1
C1E 0Z6,"548 Main St., Montague",1
C1E 0Z9,"Red Road Homes",1
C1E 1A2,"Founders' Hall",1
C1E 1A5,"Atlantic Technology Centre",1
C1E 1A6,"Education Technology Centre",1
C1E 1A6,"Provincial Admin Building",1
C1E 1A7,"Ch'Town Government Garage",1
C1E 1A7,"Provincial Admin Building",1
C1E 1B5,"Provincial Admin Building",1
C1E 1C1,"Frank Gaudet Nursery",1
C1E 1C1,"Sherwood Business Centre",1
C1E 1C2,"Provincial Admin Building",1
C1E 1C4,"Atlantic Technology Centre",1
C1E 1C4,"Aubin Arsenault Bldg",1
C1E 1C4,"Provincial Admin Building",1
C1E 1E4,"Provincial Admin Building",1
C1E 1E5,"Highway Safety Charlottetown",1
C1E 1E6,"Ch'Town Government Garage",1
C1E 1E9,"SirLouisHenryDaviesLawCourt",1
C1E 1G3,"Holman Centre (Summerside)",1
C1E 1G5,"Ch'Town Government Garage",1
C1E 1G8,"Provincial Admin Building",1
C1E 1G9,"Holman Building (Ch'town)",1
C1E 1H3,"Coles Building",1
C1E 1H3,"Summerside Youth Centre",1
C1E 1H4,"Provincial Correctional Centre",1
C1E 1H5,"Alma Depot/Transportation & PW",1
C1E 1H8,"Ch'Town Government Garage",1
C1E 1J2,"Coles Building",1
C1E 1J5,"Provincial Admin Building",1
C1E 1K5,"Provincial Admin Building",1
C1E 1K8,"Summerside Youth Centre",1
C1E 1L2,"40B Burns Ave.",1
C1E 1L6,"Provincial Admin Building",1
C1E 1L7,"Provincial Admin Building",1
C1E 1L8,"Confederation Centre",1
C1E 1L8,"Mt. Stewart Highway Labs",1
C1E 1L8,"Provincial Admin Building",1
C1E 1M2,"Liquor Control Commission",1
C1E 1M4,"Coles Building",1
C1E 1M6,"Elmer Blanchard Building",1
C1E 1M8,"Sherwood Business Centre",1
C1E 1N1,"Holman Centre (Summerside)",1
C1E 1N2,"548 Main St., Montague",1
C1E 1N2,"Provincial Admin Building",2
C1E 1N4,"Provincial Admin Building",2
C1E 1N4,"SirLouisHenryDaviesLawCourt",1
C1E 1N5,"Innovation PEI",1
C1E 1N5,"Mt. Stewart Highway Labs",1
C1E 1N5,"Provincial Admin Building",1
C1E 1P2,"Provincial Admin Building",3
C1E 1P2,"West Royalty Liquor Store",1
C1E 1P3,"Red Road Homes",1
C1E 1P5,"40B Burns Ave.",1
C1E 1P5,"Government House",1
C1E 1P6,"Elmer Blanchard Building",1
C1E 1P6,"Research Station",1
C1E 1P8,"Prince County Jail &Courthouse",1
C1E 1P9,"Holman Centre (Summerside)",1
C1E 1P9,"Provincial Admin Building",2
C1E 1R1,"Ch'Town Government Garage",3
C1E 1R1,"Provincial Admin Building",1
C1E 1R5,"Atlantic Technology Centre",1
C1E 1R5,"Provincial Admin Building",1
C1E 1R6,"Holman Centre (Summerside)",1
C1E 1R6,"Provincial Admin Building",1
C1E 1R7,"Atlantic Technology Centre",1
C1E 1R8,"Atlantic Technology Centre",1
C1E 1R9,"Oak Tree Place",1
C1E 1S2,"Summerside Youth Centre",1
C1E 1S7,"Provincial Admin Building",1
C1E 1S8,"Coles Building",1
C1E 1T1,"Provincial Admin Building",1
C1E 1T1,"SirLouisHenryDaviesLawCourt",1
C1E 1T3,"SirLouisHenryDaviesLawCourt",1
C1E 1T4,"Beaconsfield Historic House",1
C1E 1T4,"Provincial Admin Building",1
C1E 1T8,"Morell Library",1
C1E 1T9,"Ch'Town Government Garage",1
C1E 1T9,"Provincial Admin Building",1
C1E 1T9,"Red Road Homes",1
C1E 1V1,"Access PEI - Summerside",1
C1E 1V1,"Provincial Admin Building",1
C1E 1V2,"Provincial Admin Building",1
C1E 1V2,"SirLouisHenryDaviesLawCourt",2
C1E 1V2,"Undefined Location",1
C1E 1V4,"40 Enman Crescent",1
C1E 1V4,"Ch'Town Government Garage",1
C1E 1V4,"Provincial Admin Building",2
C1E 1V4,"West Royalty Liquor Store",1
C1E 1V5,"Cornwall Liquor Store",1
C1E 1V5,"Provincial Admin Building",1
C1E 1V6,"Morell Library",1
C1E 1V6,"Provincial Admin Building",1
C1E 1V8,"Provincial Correctional Centre",1
C1E 1W6,"Provincial Admin Building",1
C1E 1W9,"Provincial Admin Building",1
C1E 1X4,"Atlantic Technology Centre",1
C1E 1X7,"Charlottetown Cannabis Store",1
C1E 1X7,"Highway Safety Charlottetown",1
C1E 1X8,"40B Burns Ave.",1
C1E 1X8,"Provincial Admin Building",2
C1E 1Y4,"185 Beach Grove Road",1
C1E 1Y7,"185 Beach Grove Road",1
C1E 1Y7,"Oak Tree Place",1
C1E 1Y7,"Provincial Admin Building",1
C1E 1Z2,"22 Hunt Court",1
C1E 1Z2,"Ch'Town Government Garage",2
C1E 1Z2,"Elmer Blanchard Building",1
C1E 1Z2,"Highway Safety Charlottetown",3
C1E 1Z2,"Morell Library",1
C1E 1Z2,"Provincial Admin Building",6
C1E 1Z2,"Provincial Correctional Centre",1
C1E 1Z2,"Sherwood Business Centre",1
C1E 1Z2,"West Royalty Liquor Store",1
C1E 1Z3,"Charlottetown Cannabis Store",1
C1E 1Z3,"Provincial Admin Building",1
C1E 1Z3,"Red Road Homes",1
C1E 1Z4,"Ch'Town Government Garage",1
C1E 1Z4,"Stratford Liquor Store",1
C1E 1Z4,"West Royalty Liquor Store",1
C1E 1Z5,"16 Garfield St.",1
C1E 1Z5,"Atlantic Technology Centre",1
C1E 1Z5,"Frank Gaudet Nursery",1
C1E 1Z5,"Oak Tree Place",1
C1E 1Z5,"Provincial Admin Building",2
C1E 1Z5,"Sherwood Business Centre",1
C1E 1Z8,"Chelton Park",1
C1E 1Z8,"Ch'Town Government Garage",3
C1E 1Z9,"Highway Safety Charlottetown",1
C1E 1Z9,"Provincial Admin Building",4
C1E 1Z9,"Provincial Correctional Centre",1
C1E 2A2,"Province House",1
C1E 2A2,"Provincial Admin Building",3
C1E 2A5,"Provincial Admin Building",1
C1E 2A5,"Summerside Cannabis Store",1
C1E 2E1,"Chelton Park",1
C1E 2E3,"Provincial Admin Building",1
C1E 2E7,"Provincial Admin Building",1
C1E 2E9,"Provincial Admin Building",1
C1E 2E9,"Provincial Correctional Centre",1
C1E 2G8,"Coles Building",1
C1E 2G8,"Provincial Admin Building",3
C1E 2G9,"Provincial Admin Building",2
C1E 2H1,"40B Burns Ave.",1
C1E 2H1,"Ch'Town Government Garage",1
C1E 2H1,"Provincial Admin Building",1
C1E 2H1,"Provincial Correctional Centre",1
C1E 2H2,"Forestry Queens",1
C1E 2H3,"SirLouisHenryDaviesLawCourt",1
C1E 2H6,"Sherwood Business Centre",1
C1E 2H9,"Provincial Admin Building",1
C1E 2J1,"Provincial Admin Building",1
C1E 2J3,"Liquor Control Commission",1
C1E 2J5,"Provincial Admin Building",1
C1E 2J6,"Cambridge Building",1
C1E 2J6,"Provincial Admin Building",2
C1E 2K1,"Provincial Admin Building",2
C1E 2K5,"Provincial Admin Building",1
C1E 2K8,"Sherwood Business Centre",1
C1E 2L2,"Provincial Admin Building",1
C1E 2L6,"Provincial Admin Building",1
C1E 2L7,"Ch'Town Government Garage",1
C1E 2L8,"EAL Unit",1
C1E 2L9,"Ch'Town Government Garage",1
C1E 2M3,"SirLouisHenryDaviesLawCourt",1
C1E 2M4,"Sherwood Business Centre",1
C1E 2M7,"Sherwood Business Centre",1
C1E 2M9,"Highway Safety Charlottetown",1
C1E 2P1,"Provincial Correctional Centre",1
C1E 2P6,"Provincial Admin Building",1
C1E 2P8,"Provincial Correctional Centre",1
C1E 2R1,"Provincial Admin Building",1
C1E 2R7,"Provincial Correctional Centre",1
C1E 2S4,"Provincial Admin Building",1
C1E 2S6,"Ch'Town Government Garage",1
C1E 2S6,"Provincial Admin Building",1
C1E 2T9,"Queen Street Liquor Store",1
C1E 2V3,"Frank Gaudet Nursery",1
C1E 2V4,"Provincial Admin Building",2
C1E 2V7,"Child & Family  Services",1
C1E 2V8,"Stratford Liquor Store",1
C1E 2V9,"Provincial Admin Building",1
C1E 2W2,"Southern Kings & Queens RSC",1
C1E 2W7,"Provincial Admin Building",1
C1E 2X3,"Ch'Town Government Garage",1
C1E 2X8,"Provincial Admin Building",1
C1E 2Y2,"Liquor Control Commission",1
C1E 2Y2,"Provincial Admin Building",1
C1E 2Y3,"40 Enman Crescent",1
C1E 2Y3,"Atlantic Technology Centre",1
C1E 2Y3,"Ch'Town Government Garage",1
C1E 2Y3,"Provincial Admin Building",1
C1E 2Y3,"Sherwood Business Centre",1
C1E 2Y4,"Provincial Admin Building",2
C1E 2Y6,"Provincial Admin Building",1
C1E 2Y8,"Sherwood Business Centre",1
C1E 2Y9,"Child & Family  Services",1
C1E 2Y9,"Ch'Town Government Garage",1
C1E 2Z1,"Holman Centre (Summerside)",1
C1E 2Z4,"185 Beach Grove Road",1
C1E 2Z4,"Ch'Town Government Garage",1
C1E 2Z5,"North Rustico Liquor Store",1
C1E 2Z6,"75 Fitzroy St.",1
C1E 3A2,"Ch'Town Government Garage",1
C1E 3A2,"Provincial Correctional Centre",1
C1E 3A3,"Provincial Admin Building",2
C1E 3A5,"Provincial Correctional Centre",1
C1E 3B3,"Provincial Admin Building",1
C1E 3B4,"185 Beach Grove Road",1
C1E 3B4,"BioFoodTech",1
C1E 3B4,"Ch'Town Government Garage",1
C1E 3B6,"Ch'Town Government Garage",1
C1E 3B6,"Provincial Admin Building",1
C1E 3B6,"West Royalty Liquor Store",1
C1E 3C2,"Southern Kings & Queens RSC",1
C1E 3E7,"185 Beach Grove Road",1
C1E 3G3,"Atlantic Technology Centre",1
C1E 3G3,"Provincial Admin Building",1
C1E 3G4,"Charlottetown Cannabis Store",1
C1E 3H2,"Atlantic Technology Centre",1
C1E 3H2,"Sherwood Business Centre",1
C1E 3H4,"Charlottetown",1
C1E 3H7,"Provincial Admin Building",1
C1E 3J5,"Child & Family  Services",1
C1E 3J5,"Provincial Admin Building",1
C1E 3J5,"Red Road Homes",1
C1E 3J9,"Provincial Correctional Centre",1
C1E 3M8,"Cornwall Liquor Store",1
C1E 3Z9,"Ch'Town Government Garage",1
C1E 9J2,"Provincial Admin Building",1
C1E 1B6,"Provincial Admin Building",1
C1E 1H3,"Aubin Arsenault Bldg",1
C1E 1N4,"Provincial Admin Building",1
C1A 1R5,"Red Road Homes",1
C1E 1W9,"Provincial Admin Building",1
C1E 1Z2,"185 Beach Grove Road",1
C1E 2N7,"J. Angus MacLean Bldg",1
C1E 2T8,"185 Beach Grove Road",1
C1E 2V6,"Provincial Correctional Centre",1
C1N 0A1,"Child & Family  Services",1
C1N 0A4,"Eptek/Wyatt Centre",1
C1N 0A5,"Sherwood Business Centre",1
C1N 0A6,"Granville Street Liquor Store",1
C1N 0A7,"Cabot Beach Park",1
C1N 0A7,"Provincial Admin Building",1
C1N 0A9,"Cabot Beach Park",1
C1N 0A9,"Summerside Youth Centre",1
C1N 0C2,"Cambridge Building",1
C1N 0G2,"197 Richmond Street/Ctrown Att",1
C1N 0G8,"Summerside Waterfront Mall",1
C1N 0H2,"Summerside Government Garage",1
C1N 0J9,"Provincial Admin Building",1
C1N 0J9,"Summerside Government Garage",1
C1N 1A8,"Summerside Government Garage",1
C1N 1B3,"Confed Trail - W Prince",1
C1N 1B3,"Summerside Youth Centre",1
C1N 1E6,"Summerside Government Garage",1
C1N 1G5,"Summerside Government Garage",1
C1N 1J7,"Confed Trail - W Prince",1
C1N 1K3,"West Prince Regional Serv. Ctr",1
C1N 1M4,"336 Lefurgey Ave.",1
